City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Hyderabad,2016-06-09,34.02,71.36888888888889,5.79,13.95,19.74,17.896527777777777,0.79,1.54,27.2,106.0,Moderate
Hyderabad,2016-06-10,31.34,70.88333333333333,5.08,10.86,15.95,17.80166666666667,0.71,5.73,31.8,108.0,Moderate
Hyderabad,2016-06-11,29.75,70.39777777777778,2.57,11.1,13.67,17.706805555555558,1.29,1.97,15.25,117.0,Moderate
Hyderabad,2016-06-12,27.26,69.91222222222221,6.94,12.64,19.58,17.611944444444447,0.69,7.39,15.37,100.0,Satisfactory
Hyderabad,2016-06-13,63.07,69.42666666666666,7.79,10.21,18.0,17.517083333333336,0.65,8.16,16.0,109.0,Moderate
Hyderabad,2016-06-14,27.86,68.94111111111111,5.82,9.75,15.57,17.422222222222224,0.67,7.66,17.5,125.0,Moderate
Hyderabad,2016-06-15,363.14,68.45555555555555,7.73,10.54,18.28,17.327361111111113,0.68,7.39,13.11,199.0,Moderate
Hyderabad,2016-06-16,571.02,67.97,6.14,10.7,16.83,17.2325,1.07,6.68,16.81,737.0,Severe
Hyderabad,2016-06-17,41.17,67.48444444444443,9.13,8.3,17.43,17.13763888888889,0.59,8.95,28.2,295.0,Poor
Hyderabad,2016-06-18,34.72,66.99888888888889,3.19,15.23,18.42,17.04277777777778,0.4,1.08,21.42,67.0,Satisfactory
Hyderabad,2016-06-19,34.07,66.51333333333332,5.87,12.21,18.08,16.947916666666668,0.77,6.3,13.51,115.0,Moderate
Hyderabad,2016-06-20,29.26,66.02777777777777,6.35,10.64,16.99,16.853055555555557,1.16,6.14,13.6,131.0,Moderate
Hyderabad,2016-06-21,33.96,65.54222222222222,8.94,15.16,24.1,16.758194444444445,0.99,6.66,16.7,105.0,Moderate
Hyderabad,2016-06-22,24.56,65.05666666666666,7.98,11.26,19.25,16.663333333333334,1.18,6.34,18.23,146.0,Moderate
Hyderabad,2016-06-23,22.38,64.57111111111111,6.92,10.11,17.03,16.568472222222223,0.7,6.21,20.15,90.0,Satisfactory
Hyderabad,2016-06-24,18.01,64.08555555555554,5.78,10.22,16.0,16.47361111111111,0.66,6.61,18.51,88.0,Satisfactory
Hyderabad,2016-06-25,21.54,63.599999999999994,6.36,9.74,16.09,16.37875,0.64,6.78,14.55,88.0,Satisfactory
Hyderabad,2016-06-26,24.5,63.114444444444445,5.86,9.42,15.28,16.28388888888889,0.68,6.0,15.04,90.0,Satisfactory
Hyderabad,2016-06-27,20.94,62.62888888888889,5.89,9.17,15.06,16.189027777777778,1.02,6.47,13.17,123.0,Moderate
Hyderabad,2016-06-28,66.04,62.14333333333333,9.42,10.91,20.33,16.094166666666666,0.7,6.19,6.28,106.0,Moderate
Hyderabad,2016-06-29,20.5,61.657777777777774,6.77,11.42,18.19,15.999305555555557,0.66,6.17,9.19,126.0,Moderate
Hyderabad,2016-06-30,19.67,61.17222222222222,6.3,8.87,15.16,15.904444444444445,0.63,6.61,13.09,88.0,Satisfactory
Hyderabad,2016-07-01,22.42,60.68666666666667,8.42,11.55,19.97,15.809583333333334,0.7,7.04,8.59,88.0,Satisfactory
Hyderabad,2016-07-02,34.0,60.2011111111111,6.3,8.84,15.13,15.714722222222223,0.66,6.99,11.61,97.0,Satisfactory
Hyderabad,2016-07-03,34.0,59.715555555555554,6.42,8.37,14.79,15.619861111111112,0.72,6.21,10.13,104.0,Moderate
Hyderabad,2016-07-04,121.18,59.23,2.71,7.2,9.91,15.525,1.03,9.05,9.39,163.0,Moderate
Hyderabad,2016-07-05,21.64,58.74444444444444,6.62,7.53,14.15,15.430138888888889,1.05,7.03,8.83,252.0,Poor
Hyderabad,2016-07-06,163.16,58.25888888888889,11.35,10.55,21.89,15.335277777777778,0.32,13.13,10.08,37.0,Good
Hyderabad,2016-07-07,30.92,57.773333333333326,6.72,9.64,16.36,15.240416666666667,0.66,8.62,9.4,205.0,Poor
Hyderabad,2016-07-08,26.24,57.28777777777778,6.2,8.32,14.52,15.145555555555557,0.63,9.08,10.69,99.0,Satisfactory
Hyderabad,2016-07-09,22.79,56.80222222222222,6.96,8.77,15.73,15.050694444444446,0.66,6.66,7.52,91.0,Satisfactory
Hyderabad,2016-07-10,62.03,56.31666666666666,6.78,8.55,15.33,14.955833333333334,0.66,6.71,8.54,107.0,Moderate
Hyderabad,2016-07-11,357.85,55.83111111111111,6.28,6.94,13.22,14.860972222222223,1.03,7.03,10.16,307.0,Very Poor
Hyderabad,2016-07-12,206.93,55.34555555555555,6.75,7.81,14.56,14.766111111111112,1.06,6.27,11.6,495.0,Severe
Hyderabad,2016-07-13,9.92,54.86,6.54,8.48,15.03,14.67125,1.07,5.9,12.97,194.0,Moderate
Hyderabad,2016-07-14,16.89,54.37444444444444,9.0,10.87,19.87,14.57638888888889,0.7,6.29,12.3,88.0,Satisfactory
Hyderabad,2016-07-15,20.57,53.888888888888886,9.02,12.83,21.84,14.481527777777778,0.71,6.95,14.77,94.0,Satisfactory
Hyderabad,2016-07-16,19.97,53.403333333333336,6.9,14.16,21.05,14.386666666666667,1.12,5.93,13.64,120.0,Moderate
Hyderabad,2016-07-17,22.85,52.91777777777777,8.21,18.06,26.27,14.291805555555555,0.87,6.43,11.52,98.0,Satisfactory
Hyderabad,2016-07-18,14.22,52.43222222222222,10.44,17.92,28.36,14.196944444444444,0.64,10.13,15.53,92.0,Satisfactory
Hyderabad,2016-07-19,8.95,51.946666666666665,7.01,14.39,21.4,14.102083333333333,0.43,2.12,6.92,36.0,Good
Hyderabad,2016-07-20,10.6,51.46111111111111,5.83,8.3,14.13,14.007222222222222,1.02,5.83,10.45,155.0,Moderate
Hyderabad,2016-07-21,13.04,50.97555555555556,2.54,8.78,11.32,13.91236111111111,1.1,1.74,8.07,120.0,Moderate
Hyderabad,2016-07-22,49.97,50.489999999999995,5.82,9.3,14.69,13.817499999999999,1.09,6.03,10.21,138.0,Moderate
Hyderabad,2016-07-23,11.62,50.004444444444445,10.22,7.29,17.51,13.722638888888888,1.2,8.89,11.86,127.0,Moderate
Hyderabad,2016-07-24,14.36,49.51888888888889,5.8,7.94,13.74,13.627777777777778,1.32,8.28,15.34,204.0,Poor
Hyderabad,2016-07-25,13.15,49.03333333333333,6.13,10.61,16.74,13.532916666666667,1.32,6.76,12.4,131.0,Moderate
Hyderabad,2016-07-26,15.94,48.54777777777778,7.62,11.71,19.33,13.438055555555556,1.46,5.95,8.19,135.0,Moderate
Hyderabad,2016-07-27,52.59,48.06222222222222,6.78,15.72,22.5,13.343194444444444,0.7,1.15,11.21,66.0,Satisfactory
Hyderabad,2016-07-28,20.6,47.57666666666667,15.03,15.87,30.9,13.248333333333333,8.83,6.15,9.17,248.0,Poor
Hyderabad,2016-07-29,16.93,47.09111111111111,7.2,12.04,19.24,13.153472222222222,8.34,5.98,8.35,247.0,Poor
Hyderabad,2016-07-30,21.67,46.605555555555554,7.51,10.55,18.06,13.058611111111112,7.72,6.37,7.72,265.0,Poor
Hyderabad,2016-07-31,10.64,46.120000000000005,7.4,8.5,15.9,12.963750000000001,6.46,6.25,6.46,240.0,Poor
Hyderabad,2016-08-01,10.24,45.63444444444444,7.58,8.01,15.59,12.86888888888889,6.08,6.15,6.08,232.0,Poor
Hyderabad,2016-08-02,6.01,45.14888888888889,7.4,7.35,14.74,12.774027777777778,7.25,6.7,7.25,242.0,Poor
Hyderabad,2016-08-03,4.83,44.663333333333334,3.84,7.3,11.14,12.679166666666667,5.32,5.05,7.0,234.0,Poor
Hyderabad,2016-08-04,6.41,44.17777777777778,7.59,7.9,15.49,12.584305555555556,1.07,5.87,6.9,121.0,Moderate
Hyderabad,2016-08-05,5.81,43.69222222222222,12.49,7.43,19.92,12.489444444444445,1.19,8.76,8.76,117.0,Moderate
Hyderabad,2016-08-06,7.29,43.20666666666666,8.99,8.52,17.51,12.394583333333333,0.75,7.02,9.19,22.0,Good
Hyderabad,2016-08-07,6.38,42.721111111111114,6.49,7.69,14.18,12.299722222222222,0.66,6.04,9.5,82.0,Satisfactory
Hyderabad,2016-08-08,9.67,42.23555555555556,6.82,9.49,16.31,12.20486111111111,1.09,5.95,9.91,119.0,Moderate
Hyderabad,2016-08-09,8.86,41.75,6.5,8.99,15.02,12.11,0.68,6.51,10.1,86.0,Satisfactory
Hyderabad,2016-08-10,9.41,38.77,4.83,8.64,11.86,12.28,0.45,6.92,9.76,84.0,Satisfactory
Hyderabad,2016-08-11,7.81,26.51,5.34,9.11,10.68,11.83,0.44,6.2,9.13,63.0,Satisfactory
Hyderabad,2016-08-12,9.77,27.465238095238096,11.88,8.03,8.71,13.794285714285714,0.5,10.37,9.19,120.0,Moderate
Hyderabad,2016-08-13,9.804499999999999,28.420476190476194,12.297,11.4315,8.6545,15.758571428571429,0.4805,10.1985,9.481,28.0,Good
Hyderabad,2016-08-14,9.839,29.375714285714288,12.714,14.832999999999998,8.599,17.722857142857144,0.461,10.027,9.772,29.0,Good
Hyderabad,2016-08-15,9.8735,30.330952380952382,13.131,18.234499999999997,8.5435,19.687142857142856,0.4415,9.8555,10.062999999999999,30.0,Good
Hyderabad,2016-08-16,9.908,31.286190476190477,13.548,21.636,8.488000000000001,21.65142857142857,0.422,9.684,10.354,31.0,Good
Hyderabad,2016-08-17,9.942499999999999,32.24142857142857,13.965,25.0375,8.432500000000001,23.615714285714283,0.40249999999999997,9.5125,10.645,32.0,Good
Hyderabad,2016-08-18,9.977,33.196666666666665,14.382000000000001,28.439,8.377,25.58,0.383,9.341,10.936,33.0,Good
Hyderabad,2016-08-19,10.0115,34.15190476190476,14.799,31.8405,8.3215,27.544285714285714,0.3635,9.1695,11.227,34.0,Good
Hyderabad,2016-08-20,10.046,35.10714285714286,15.216000000000001,35.242,8.266,29.50857142857143,0.344,8.998,11.518,35.0,Good
Hyderabad,2016-08-21,10.0805,36.062380952380956,15.633,38.643499999999996,8.2105,31.472857142857144,0.3245,8.8265,11.809,39.0,Good
Hyderabad,2016-08-22,10.115,37.01761904761905,16.05,42.045,8.155000000000001,33.43714285714286,0.305,8.655,12.1,42.0,Good
Hyderabad,2016-08-23,10.1495,37.972857142857144,16.467,45.4465,8.0995,35.40142857142857,0.2855,8.4835,12.391,45.0,Good
Hyderabad,2016-08-24,10.184000000000001,38.92809523809524,16.884,48.848,8.044,37.36571428571428,0.266,8.312000000000001,12.682,49.0,Good
Hyderabad,2016-08-25,10.2185,39.88333333333333,17.301000000000002,52.2495,7.9885,39.33,0.2465,8.1405,12.972999999999999,52.0,Satisfactory
Hyderabad,2016-08-26,10.253,40.83857142857143,17.718,55.651,7.933,41.294285714285714,0.22699999999999998,7.969,13.264,56.0,Satisfactory
Hyderabad,2016-08-27,10.287500000000001,41.79380952380953,18.134999999999998,59.0525,7.8774999999999995,43.25857142857143,0.20750000000000002,7.7975,13.555,59.0,Satisfactory
Hyderabad,2016-08-28,10.322000000000001,42.749047619047616,18.552,62.454,7.822,45.22285714285714,0.188,7.626,13.846,62.0,Satisfactory
Hyderabad,2016-08-29,10.3565,43.70428571428572,18.969,65.85549999999999,7.7665,47.18714285714285,0.16849999999999998,7.4545,14.137,66.0,Satisfactory
Hyderabad,2016-08-30,10.391,44.65952380952381,19.386,69.25699999999999,7.710999999999999,49.15142857142857,0.14900000000000002,7.283,14.428,69.0,Satisfactory
Hyderabad,2016-08-31,10.425500000000001,45.614761904761906,19.802999999999997,72.6585,7.6555,51.11571428571428,0.1295,7.1115,14.719000000000001,73.0,Satisfactory
Hyderabad,2016-09-01,10.46,46.57,20.22,76.06,7.6,53.08,0.11,6.94,15.01,76.0,Satisfactory
Hyderabad,2016-09-02,6.31,28.63,10.71,44.71,13.01,31.07,0.39,7.71,13.53,87.0,Satisfactory
Hyderabad,2016-09-03,10.4,30.27,13.23,57.09,17.23,15.31,0.45,10.59,14.46,78.0,Satisfactory
Hyderabad,2016-09-04,23.0,62.17,6.93,46.21,3.46,44.05,0.07,3.71,14.74,49.0,Good
Hyderabad,2016-09-05,15.46,65.0,9.88,52.18,9.57,53.1,0.22,4.28,14.68,65.0,Satisfactory
Hyderabad,2016-09-06,28.28,87.32,14.82,74.51,18.74,36.24,0.27,16.38,14.26,85.0,Satisfactory
Hyderabad,2016-09-07,37.15,99.05,17.64,84.52,27.1,32.48,0.39,8.3,13.15,97.0,Satisfactory
Hyderabad,2016-09-08,25.0,82.86,16.61,78.74,16.86,27.66,0.2,12.95,15.26,93.0,Satisfactory
Hyderabad,2016-09-09,35.34,103.41,11.29,74.42,13.02,27.06,0.21,5.89,14.06,103.0,Moderate
Hyderabad,2016-09-10,37.09,82.11,12.5,78.98,26.06,22.62,0.37,13.91,15.02,92.0,Satisfactory
Hyderabad,2016-09-11,24.59,59.97,13.43,70.69,22.2,26.24,0.32,4.45,16.52,66.0,Satisfactory
Hyderabad,2016-09-12,30.49,69.68,11.8,59.25,20.74,16.75,0.28,12.54,15.39,65.0,Satisfactory
Hyderabad,2016-09-13,23.2,43.26,10.21,42.07,14.05,19.98,0.31,9.58,22.48,66.0,Satisfactory
Hyderabad,2016-09-14,23.25,46.02,10.27,42.44,14.15,12.34,0.13,12.68,21.14,55.0,Satisfactory
Hyderabad,2016-09-15,15.79,36.7,12.37,46.68,15.99,15.62,0.15,11.29,18.76,70.0,Satisfactory
Hyderabad,2016-09-16,10.75,22.54,9.73,35.0,7.61,38.51,0.27,2.6,8.26,59.0,Satisfactory
Hyderabad,2016-09-17,9.5,21.44,9.93,38.39,4.35,49.99,0.06,2.52,10.39,50.0,Good
Hyderabad,2016-09-18,8.31,23.134999999999998,9.1,34.394999999999996,5.015,29.78,0.075,2.465,18.91,34.0,Good
Hyderabad,2016-09-19,7.12,24.83,8.27,30.4,5.68,9.57,0.09,2.41,27.43,30.0,Good
Hyderabad,2016-09-20,9.93,21.82,8.85,31.44,11.36,6.56,0.25,1.98,24.77,62.0,Satisfactory
Hyderabad,2016-09-21,17.82,31.93,10.85,38.08,19.18,16.51,0.11,2.83,21.43,52.0,Satisfactory
Hyderabad,2016-09-22,13.08,34.21,10.23,37.98,11.32,9.41,0.1,4.39,26.59,52.0,Satisfactory
Hyderabad,2016-09-23,7.0,11.0,9.66,43.87,3.57,28.86,0.09,15.62,17.76,34.0,Good
Hyderabad,2016-09-24,11.61,21.72,9.25,32.33,5.66,6.4,0.25,7.6,25.15,32.0,Good
Hyderabad,2016-09-25,21.28,37.15,10.08,43.64,10.2,31.24,0.17,4.1,21.7,66.0,Satisfactory
Hyderabad,2016-09-26,31.01,71.78,14.44,49.62,15.21,32.74,0.24,16.22,21.89,82.0,Satisfactory
Hyderabad,2016-09-27,33.84,76.67,11.69,51.19,16.1,18.67,0.3,7.71,23.63,78.0,Satisfactory
Hyderabad,2016-09-28,42.99,91.44,12.46,57.36,17.01,12.5,0.11,9.43,25.64,86.0,Satisfactory
Hyderabad,2016-09-29,39.5,103.83,8.76,53.2,15.5,16.89,0.17,7.08,27.93,100.0,Satisfactory
Hyderabad,2016-09-30,37.67,101.49,8.09,45.98,13.6,11.83,0.01,6.55,35.03,103.0,Moderate
Hyderabad,2016-10-01,16.68,31.02,9.57,42.12,20.85,25.01,0.24,8.03,29.57,70.0,Satisfactory
Hyderabad,2016-10-02,13.57,24.85,9.42,41.65,12.52,19.43,0.11,2.73,30.28,55.0,Satisfactory
Hyderabad,2016-10-03,12.72,33.72,7.59,26.93,7.84,17.95,0.19,9.91,25.02,72.0,Satisfactory
Hyderabad,2016-10-04,11.98,35.51,9.57,42.12,13.8,9.0,0.03,6.74,22.95,47.0,Good
Hyderabad,2016-10-05,9.83,32.3,10.92,35.58,12.75,12.28,0.07,5.53,23.2,73.0,Satisfactory
Hyderabad,2016-10-06,15.29,52.36,13.83,47.47,16.72,14.01,0.1,6.85,20.62,56.0,Satisfactory
Hyderabad,2016-10-07,15.45,57.53,10.46,40.95,13.83,10.52,0.2,6.22,23.05,63.0,Satisfactory
Hyderabad,2016-10-08,16.38,37.54,10.7,39.15,12.18,11.07,0.08,3.2,22.36,55.0,Satisfactory
Hyderabad,2016-10-09,12.88,45.38,11.5,45.99,3.87,11.22,0.05,1.55,30.7,65.0,Satisfactory
Hyderabad,2016-10-10,42.0,94.08,7.85,32.55,5.41,14.1,0.25,4.28,39.61,94.0,Satisfactory
Hyderabad,2016-10-11,45.275,101.175,9.045,39.015,7.675,14.735,0.33999999999999997,11.77,33.61,101.0,Moderate
Hyderabad,2016-10-12,48.55,108.27,10.24,45.48,9.94,15.37,0.43,19.26,27.61,106.0,Moderate
Hyderabad,2016-10-13,50.52,99.86,12.08,63.89,20.04,21.18,0.65,15.29,26.79,104.0,Moderate
Hyderabad,2016-10-14,44.48,94.36,10.91,73.13,21.83,31.36,0.62,22.54,33.44,97.0,Satisfactory
Hyderabad,2016-10-15,45.06,101.0,8.9,61.79,15.27,27.21,0.59,15.96,38.65,97.0,Satisfactory
Hyderabad,2016-10-16,56.83,104.28,15.01,75.39,23.92,31.41,0.79,21.55,33.68,108.0,Moderate
Hyderabad,2016-10-17,54.95,94.42,26.16,87.44,31.02,28.7,0.53,23.06,26.69,100.0,Satisfactory
Hyderabad,2016-10-18,60.17,94.51,21.31,92.33,29.15,26.25,0.59,27.92,25.99,97.0,Satisfactory
Hyderabad,2016-10-19,58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,103.0,Moderate
Hyderabad,2016-10-20,61.53,106.2,11.99,77.75,23.4,29.1,0.81,34.73,35.26,104.0,Moderate
Hyderabad,2016-10-21,59.04,100.29,12.44,71.09,21.95,39.49,0.51,35.22,35.03,102.0,Moderate
Hyderabad,2016-10-22,54.48,108.28,13.08,79.11,24.12,53.38,0.39,29.12,34.31,104.0,Moderate
Hyderabad,2016-10-23,56.355,106.91,11.06,86.29,25.14,54.55,0.55,37.97,40.26,111.0,Moderate
Hyderabad,2016-10-24,58.23,108.26,10.82,66.72,20.79,34.59,0.3,30.29,29.52,107.0,Moderate
Hyderabad,2016-10-25,64.18,103.01,11.65,68.11,20.88,30.24,0.38,18.9,27.18,114.0,Moderate
Hyderabad,2016-10-26,61.11,105.64,11.8,60.83,19.19,47.92,0.33,32.05,38.81,107.0,Moderate
Hyderabad,2016-10-27,64.35,101.48,11.68,50.97,16.75,45.17,0.33,44.21,56.45,117.0,Moderate
Hyderabad,2016-10-28,62.16,99.01,9.59,41.2,13.55,39.85,0.38,47.38,70.1,116.0,Moderate
Hyderabad,2016-10-29,73.11,104.96,10.85,49.76,16.1,42.24,0.5,46.17,56.15,130.0,Moderate
Hyderabad,2016-10-30,63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,129.0,Moderate
Hyderabad,2016-10-31,58.15,84.2,8.84,24.36,11.15,26.1,0.54,23.55,46.88,106.0,Moderate
Hyderabad,2016-11-01,73.45,106.62,9.75,35.18,17.47,24.59,0.57,47.02,58.59,118.0,Moderate
Hyderabad,2016-11-02,64.93,100.92,9.23,22.8,8.34,21.5,0.35,45.54,68.19,134.0,Moderate
Hyderabad,2016-11-03,61.75,97.54,9.6,23.49,9.26,20.77,0.35,35.06,58.34,104.0,Moderate
Hyderabad,2016-11-04,65.1,101.16,9.43,13.74,5.38,9.27,0.36,31.95,58.26,113.0,Moderate
Hyderabad,2016-11-05,67.23,100.75,10.41,31.41,11.5,12.51,0.26,31.89,66.88,151.0,Moderate
Hyderabad,2016-11-06,65.76,104.57,9.87,25.01,9.76,13.96,0.36,31.29,66.89,119.0,Moderate
Hyderabad,2016-11-07,66.65,112.8,8.73,18.35,7.51,22.83,0.35,40.78,72.73,124.0,Moderate
Hyderabad,2016-11-08,60.51,107.1,8.57,36.85,12.13,25.37,0.47,38.63,66.96,112.0,Moderate
Hyderabad,2016-11-09,65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,147.0,Moderate
Hyderabad,2016-11-10,71.55,106.32,9.65,56.07,17.15,36.33,0.45,46.68,79.48,144.0,Moderate
Hyderabad,2016-11-11,62.24,97.74,8.99,52.96,25.65,33.77,0.92,46.54,79.89,129.0,Moderate
Hyderabad,2016-11-12,61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,152.0,Moderate
Hyderabad,2016-11-13,60.96,98.46,8.93,48.17,14.97,30.06,0.64,28.22,91.75,163.0,Moderate
Hyderabad,2016-11-14,61.46,99.72,10.06,45.51,14.73,31.45,0.74,16.38,59.28,122.0,Moderate
Hyderabad,2016-11-15,67.56,102.5,9.75,35.21,12.11,27.89,0.54,25.31,55.35,125.0,Moderate
Hyderabad,2016-11-16,59.73,101.38,8.44,36.72,11.96,31.12,0.59,51.36,78.43,140.0,Moderate
Hyderabad,2016-11-17,63.35,103.32,8.28,38.09,12.26,33.57,0.49,42.96,75.33,104.0,Moderate
Hyderabad,2016-11-18,61.71,95.29,8.64,41.53,13.22,29.05,0.45,37.9,76.18,133.0,Moderate
Hyderabad,2016-11-19,61.8,98.96,10.96,58.71,18.26,36.62,0.52,44.93,67.7,141.0,Moderate
Hyderabad,2016-11-20,61.0,96.5,11.02,63.32,19.38,33.56,0.57,30.3,64.43,122.0,Moderate
Hyderabad,2016-11-21,55.76,85.33,11.63,59.47,18.69,38.92,0.51,36.43,53.54,105.0,Moderate
Hyderabad,2016-11-22,60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,98.0,Satisfactory
Hyderabad,2016-11-23,62.65,91.64,10.05,51.12,14.74,37.16,0.52,34.96,63.49,124.0,Moderate
Hyderabad,2016-11-24,64.38,95.85,12.59,60.39,19.27,30.2,0.64,31.07,67.2,162.0,Moderate
Hyderabad,2016-11-25,63.41,102.09,10.63,37.87,13.16,23.54,0.59,41.97,50.88,136.0,Moderate
Hyderabad,2016-11-26,52.96,90.29,7.65,8.25,4.6,5.08,0.55,38.34,32.64,109.0,Moderate
Hyderabad,2016-11-27,59.95,98.75,7.69,5.3,4.13,3.64,0.5,48.96,51.89,106.0,Moderate
Hyderabad,2016-11-28,63.92,103.2,7.48,5.31,3.59,4.08,0.49,42.29,57.06,105.0,Moderate
Hyderabad,2016-11-29,55.4,95.5,7.97,27.3,6.7,16.48,0.3,41.03,49.06,113.0,Moderate
Hyderabad,2016-11-30,58.98,95.61,12.12,72.0,14.58,41.11,0.43,37.54,44.92,100.0,Satisfactory
Hyderabad,2016-12-01,58.86,97.97,10.58,54.03,10.45,31.73,0.38,23.1,49.67,103.0,Moderate
Hyderabad,2016-12-02,61.32,101.59,11.19,54.28,5.18,35.72,0.17,35.08,38.95,96.0,Satisfactory
Hyderabad,2016-12-03,57.06,89.69,9.88,38.29,9.69,23.13,0.28,8.7,33.69,112.0,Moderate
Hyderabad,2016-12-04,59.44,94.88,12.66,40.89,14.51,21.32,0.41,20.04,32.84,94.0,Satisfactory
Hyderabad,2016-12-05,66.0,104.04,12.87,46.01,15.87,28.38,0.49,38.17,39.49,112.0,Moderate
Hyderabad,2016-12-06,65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,115.0,Moderate
Hyderabad,2016-12-07,58.07,91.26,10.79,58.31,9.62,28.78,0.32,44.6,47.96,109.0,Moderate
Hyderabad,2016-12-08,60.69,102.1,11.49,64.12,11.6,31.26,0.36,36.91,53.68,110.0,Moderate
Hyderabad,2016-12-09,63.73,106.83,9.61,60.81,12.1,17.46,0.29,30.48,62.7,126.0,Moderate
Hyderabad,2016-12-10,61.83,103.12,11.02,60.63,12.58,24.41,0.38,34.5,54.68,117.0,Moderate
Hyderabad,2016-12-11,61.79,97.38,10.11,68.61,13.47,34.77,0.37,45.32,50.84,104.0,Moderate
Hyderabad,2016-12-12,48.86,104.26,11.21,58.18,11.72,26.45,0.45,46.34,45.44,103.0,Moderate
Hyderabad,2016-12-13,60.56,103.88,10.75,55.27,8.25,30.9,0.26,41.86,37.38,105.0,Moderate
Hyderabad,2016-12-14,44.66,62.82,9.33,27.18,5.73,19.33,0.28,7.84,36.95,82.0,Satisfactory
Hyderabad,2016-12-15,57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,96.0,Satisfactory
Hyderabad,2016-12-16,64.61,96.25,13.66,48.99,7.57,27.7,0.28,33.63,44.11,133.0,Moderate
Hyderabad,2016-12-17,56.65,95.79,18.38,60.92,14.28,31.24,0.47,34.23,40.88,117.0,Moderate
Hyderabad,2016-12-18,54.74,94.68,11.85,62.77,12.93,36.11,0.33,38.49,40.87,96.0,Satisfactory
Hyderabad,2016-12-19,61.36,96.74,10.63,65.8,13.12,31.03,0.32,43.85,46.78,102.0,Moderate
Hyderabad,2016-12-20,60.03,94.81,10.0,67.81,13.49,34.35,0.34,49.63,56.91,117.0,Moderate
Hyderabad,2016-12-21,54.24,95.55,11.18,73.32,14.68,29.32,0.42,45.43,49.4,106.0,Moderate
Hyderabad,2016-12-22,58.12,96.04,8.65,67.71,13.14,42.78,0.36,44.42,49.82,102.0,Moderate
Hyderabad,2016-12-23,60.2,95.54,11.1,67.78,13.76,26.75,0.33,37.44,42.22,101.0,Moderate
Hyderabad,2016-12-24,60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,104.0,Moderate
Hyderabad,2016-12-25,61.28,103.5,8.23,58.82,17.39,19.36,0.51,11.31,63.02,106.0,Moderate
Hyderabad,2016-12-26,53.5,99.82,9.6,55.26,19.56,36.57,0.73,19.3,51.25,106.0,Moderate
Hyderabad,2016-12-27,54.32,92.67,9.02,69.63,25.52,34.58,0.74,42.58,49.14,95.0,Satisfactory
Hyderabad,2016-12-28,62.67,101.25,10.89,73.53,16.43,35.44,0.45,39.57,74.29,160.0,Moderate
Hyderabad,2016-12-29,60.05,98.82,9.38,58.31,14.69,24.76,0.48,10.11,57.89,124.0,Moderate
Hyderabad,2016-12-30,61.49,104.8,9.17,49.74,10.35,25.35,0.37,15.23,80.55,160.0,Moderate
Hyderabad,2016-12-31,61.98,110.38,7.84,40.04,8.45,18.5,0.28,6.27,83.19,173.0,Moderate
Hyderabad,2017-01-01,61.25,100.46,7.54,39.37,8.27,15.38,0.25,6.08,69.11,110.0,Moderate
Hyderabad,2017-01-02,47.21,80.12,9.69,52.0,10.85,24.87,0.33,20.73,47.61,103.0,Moderate
Hyderabad,2017-01-03,65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,103.0,Moderate
Hyderabad,2017-01-04,116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,215.0,Poor
Hyderabad,2017-01-05,96.21,162.27,10.97,57.6,13.18,36.67,0.14833333333333332,25.88,45.66,276.0,Poor
Hyderabad,2017-01-06,75.89,147.99,12.09,69.76,15.64,23.85,0.14666666666666667,34.18,36.8,158.0,Moderate
Hyderabad,2017-01-07,63.83,104.25,10.37,37.49,9.45,16.18,0.145,7.83,58.44,137.0,Moderate
Hyderabad,2017-01-08,62.34,100.56,10.32,34.38,8.88,15.23,0.14333333333333334,3.21,52.76,102.0,Moderate
Hyderabad,2017-01-09,51.67,80.46,10.08,30.24,11.37,13.47,0.14166666666666666,3.56,60.3,96.0,Satisfactory
Hyderabad,2017-01-10,61.42,112.53,7.05,36.21,8.33,11.94,0.13999999999999999,6.6,53.49,98.0,Satisfactory
Hyderabad,2017-01-11,82.34,168.93,11.85,49.71,14.9,19.45,0.13833333333333334,29.68,49.64,163.0,Moderate
Hyderabad,2017-01-12,115.47,212.64,11.78,55.94,13.1,30.92,0.13666666666666666,55.61,51.68,236.0,Poor
Hyderabad,2017-01-13,108.41,166.25,10.43,49.01,11.51,26.15,0.135,16.8,43.54,281.0,Poor
Hyderabad,2017-01-14,73.75,114.17,10.06,38.15,9.48,20.75,0.13333333333333333,7.78,47.92,183.0,Moderate
