City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Delhi,2015-08-29,68.53,260.48,35.03,49.3,91.78,31.16,1.09,11.11,65.56,292.0,Poor
Delhi,2015-08-30,57.85,230.76,28.21,39.84,71.42,28.16,1.11,10.39,62.61,266.0,Poor
Delhi,2015-08-31,51.67,220.14,24.52,32.53,57.84,23.0,0.96,12.77,60.73,288.0,Poor
Delhi,2015-09-01,73.78,230.34,17.83,27.42,45.7,18.96,1.28,10.45,61.33,210.0,Poor
Delhi,2015-09-02,97.63,318.24,31.64,29.16,66.15,18.6,1.14,10.79,72.47,298.0,Poor
Delhi,2015-09-03,99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,315.0,Very Poor
Delhi,2015-09-04,97.31,284.54,50.0,41.7,90.18,23.02,1.36,14.94,71.5,368.0,Very Poor
Delhi,2015-09-05,76.43,201.89,24.24,29.5,52.24,26.99,1.38,16.93,56.59,266.0,Poor
Delhi,2015-09-06,61.69,168.63,17.36,27.81,41.56,23.17,1.19,16.71,49.32,174.0,Moderate
Delhi,2015-09-07,55.19,179.42,27.91,35.49,61.81,23.76,1.04,12.97,52.24,199.0,Moderate
Delhi,2015-09-08,63.79,219.51,25.93,38.36,60.12,27.35,1.07,10.92,61.95,217.0,Poor
Delhi,2015-09-09,58.48,195.05,20.38,36.2,55.36,22.77,1.02,11.57,68.21,238.0,Poor
Delhi,2015-09-10,60.29,184.78,20.95,42.1,59.79,24.07,1.06,11.53,68.49,230.0,Poor
Delhi,2015-09-11,67.35,181.99,16.4,46.81,56.83,34.81,1.13,10.98,68.81,218.0,Poor
Delhi,2015-09-12,87.55,178.57,20.95,54.45,67.44,46.05,1.22,10.51,69.36,226.0,Poor
Delhi,2015-09-13,84.57,171.76,16.76,45.36,54.12,51.19,1.21,9.91,64.05,202.0,Poor
Delhi,2015-09-14,111.58,236.34,22.48,60.71,75.63,43.99,1.51,10.43,79.29,274.0,Poor
Delhi,2015-09-15,108.78,217.16,14.94,56.31,63.58,46.66,1.37,10.4,75.63,289.0,Poor
Delhi,2015-09-16,91.18,190.99,8.55,46.44,42.94,49.72,1.15,9.27,69.61,235.0,Poor
Delhi,2015-09-17,104.85,250.21,23.06,60.96,73.86,48.13,1.4,11.68,85.86,285.0,Poor
Delhi,2015-09-18,56.19,129.11,14.26,43.3,48.2,40.48,1.22,10.85,48.8,209.0,Poor
Delhi,2015-09-19,67.62,125.24,19.82,49.83,58.37,47.21,1.14,9.75,51.78,132.0,Moderate
Delhi,2015-09-20,64.38,141.89,20.17,62.73,62.49,39.93,1.1,9.27,58.49,179.0,Moderate
Delhi,2015-09-21,45.65,109.7,14.64,62.69,56.18,27.96,1.16,13.55,48.02,136.0,Moderate
Delhi,2015-09-22,35.75,70.38,12.73,38.78,41.5,23.06,0.95,11.57,39.83,104.0,Moderate
Delhi,2015-09-23,34.89,101.42,16.55,31.17,43.75,18.66,0.98,12.34,37.26,95.0,Satisfactory
Delhi,2015-09-24,63.06,187.9,40.7,39.16,72.85,18.24,1.21,13.26,48.78,175.0,Moderate
Delhi,2015-09-25,82.39,222.71,53.19,45.09,89.84,22.95,1.5,11.8,53.1,290.0,Poor
Delhi,2015-09-26,88.08,254.8,66.49,45.96,103.63,29.98,1.63,11.17,54.87,282.0,Poor
Delhi,2015-09-27,89.75,252.06,53.0,44.13,92.67,30.43,1.49,9.76,68.69,298.0,Poor
Delhi,2015-09-28,69.57,190.18,24.23,43.41,63.74,26.35,1.25,10.38,53.82,240.0,Poor
Delhi,2015-09-29,68.34,172.35,22.57,48.19,64.14,25.2,1.16,10.68,54.68,188.0,Moderate
Delhi,2015-09-30,61.08,155.26,17.52,42.91,53.3,21.93,1.1,9.59,52.91,187.0,Moderate
Delhi,2015-10-01,85.7,205.18,33.0,54.68,74.28,22.52,1.49,11.42,60.57,230.0,Poor
Delhi,2015-10-02,97.62,220.56,33.74,52.53,73.05,26.24,1.58,9.77,64.01,286.0,Poor
Delhi,2015-10-03,103.58,293.23,31.0,54.93,75.48,24.31,1.72,11.41,47.52,266.0,Poor
Delhi,2015-10-04,145.97,335.82,62.2,62.84,99.01,34.91,2.26,15.08,44.92,369.0,Very Poor
Delhi,2015-10-05,180.52,347.95,80.34,75.42,116.95,36.94,3.15,17.32,45.8,375.0,Very Poor
Delhi,2015-10-06,151.57,355.56,71.68,65.07,105.02,41.76,2.19,11.35,42.22,411.0,Severe
Delhi,2015-10-07,144.04,305.35,25.78,57.05,78.07,37.01,1.73,11.15,49.32,383.0,Very Poor
Delhi,2015-10-08,148.44,291.66,35.13,58.32,80.91,29.59,1.96,12.13,66.62,388.0,Very Poor
Delhi,2015-10-09,130.22,284.27,56.83,65.15,105.26,27.47,2.5,15.27,63.16,351.0,Very Poor
Delhi,2015-10-10,147.71,287.93,100.27,61.29,117.2,29.69,2.48,13.94,58.24,320.0,Very Poor
Delhi,2015-10-11,111.34,246.3,87.94,51.83,116.75,30.83,2.02,12.01,62.02,296.0,Poor
Delhi,2015-10-12,100.7,232.58,74.45,52.92,120.68,33.46,1.98,14.75,65.55,312.0,Very Poor
Delhi,2015-10-13,97.67,189.31,25.13,48.92,64.57,35.14,1.89,11.84,73.28,260.0,Poor
Delhi,2015-10-14,75.81,155.25,14.33,43.47,53.25,28.75,1.61,10.89,67.89,204.0,Poor
Delhi,2015-10-15,95.24,199.77,42.32,60.8,100.2,31.11,2.13,10.84,77.91,218.0,Poor
Delhi,2015-10-16,148.29,301.61,60.16,68.24,105.17,33.05,2.07,11.98,84.74,356.0,Very Poor
Delhi,2015-10-17,90.66,137.89,38.65,20.29,55.07,6.78,1.62,7.56,44.21,388.0,Very Poor
Delhi,2015-10-18,156.71,263.15,27.5,41.09,62.19,21.49,1.63,10.14,71.1,298.0,Poor
Delhi,2015-10-19,170.28,312.88,56.52,61.67,97.82,33.27,2.08,16.24,92.96,392.0,Very Poor
Delhi,2015-10-20,198.1,336.47,91.29,74.62,155.1,36.75,2.17,16.73,101.74,428.0,Severe
Delhi,2015-10-21,158.04,265.39,23.76,46.9,69.79,37.48,2.98,15.64,79.5,384.0,Very Poor
Delhi,2015-10-22,116.98,213.49,24.37,32.96,54.18,22.53,2.6,13.27,48.74,292.0,Poor
Delhi,2015-10-23,143.73,289.01,54.93,67.38,104.71,30.27,2.05,21.35,69.55,343.0,Very Poor
Delhi,2015-10-24,169.22,341.7,90.18,71.38,122.15,34.26,3.07,18.2,47.92,383.0,Very Poor
Delhi,2015-10-25,147.65,281.8,33.05,56.46,81.78,28.26,1.78,13.81,65.83,374.0,Very Poor
Delhi,2015-10-26,101.61,214.37,23.78,47.8,61.15,23.85,1.58,20.57,85.73,263.0,Poor
Delhi,2015-10-27,113.2,260.46,30.2,49.25,75.03,26.14,1.74,21.2,63.88,334.0,Very Poor
Delhi,2015-10-28,112.89,254.24,32.12,43.78,74.53,22.81,2.07,18.61,71.98,333.0,Very Poor
Delhi,2015-10-29,95.72,183.08,25.74,57.74,77.86,25.55,1.89,24.29,73.26,262.0,Poor
Delhi,2015-10-30,108.4,156.58,24.98,42.63,55.71,28.72,2.29,18.92,60.56,236.0,Poor
Delhi,2015-10-31,245.97,274.06,36.55,35.11,58.72,35.77,1.74,17.66,42.32,340.0,Very Poor
Delhi,2015-11-01,277.53,379.38,60.39,60.17,94.74,51.64,2.41,28.58,84.99,415.0,Severe
Delhi,2015-11-02,232.4,361.0,67.14,68.4,115.98,42.75,2.05,31.66,136.67,420.0,Severe
Delhi,2015-11-03,244.78,385.66,51.06,82.74,112.71,45.66,2.09,29.19,99.91,407.0,Severe
Delhi,2015-11-04,293.49,401.49,105.88,87.47,137.62,56.81,2.54,31.58,114.43,454.0,Severe
Delhi,2015-11-05,161.78,234.94,44.61,63.78,97.34,45.99,1.76,21.21,75.71,388.0,Very Poor
Delhi,2015-11-06,153.33,260.04,35.14,58.13,86.38,46.52,2.56,20.9,69.95,276.0,Poor
Delhi,2015-11-07,353.86,496.61,42.74,86.59,117.97,67.43,2.76,19.96,107.69,483.0,Severe
Delhi,2015-11-08,217.55,356.92,32.59,75.98,98.5,49.64,2.84,31.77,103.4,451.0,Severe
Delhi,2015-11-09,201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,378.0,Very Poor
Delhi,2015-11-10,249.95,452.96,88.06,84.89,150.79,69.34,2.64,33.72,115.45,439.0,Severe
Delhi,2015-11-11,219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,431.0,Severe
Delhi,2015-11-12,258.48,398.16,30.46,54.69,81.68,47.57,1.84,28.58,75.26,421.0,Severe
Delhi,2015-11-13,291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,454.0,Severe
Delhi,2015-11-14,221.68,377.4,19.84,60.05,69.37,48.04,1.72,21.27,90.08,450.0,Severe
Delhi,2015-11-15,214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,367.0,Very Poor
Delhi,2015-11-16,184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,383.0,Very Poor
Delhi,2015-11-17,136.22,280.47,44.56,57.11,77.4,41.89,2.1,17.53,71.44,347.0,Very Poor
Delhi,2015-11-18,188.09,367.46,74.07,74.39,118.88,45.24,2.3,21.78,86.88,369.0,Very Poor
Delhi,2015-11-19,238.69,397.16,106.26,96.62,150.98,55.18,2.87,25.59,101.68,392.0,Very Poor
Delhi,2015-11-20,271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,455.0,Severe
Delhi,2015-11-21,293.73,467.32,102.06,97.76,144.12,63.08,2.96,23.06,114.3,450.0,Severe
Delhi,2015-11-22,247.27,450.96,101.94,92.32,146.25,63.4,2.73,20.77,116.29,478.0,Severe
Delhi,2015-11-23,266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,431.0,Severe
Delhi,2015-11-24,241.61,424.09,115.23,88.74,165.41,67.9,2.6,19.65,113.35,440.0,Severe
Delhi,2015-11-25,149.14,312.85,33.11,54.63,83.28,35.62,1.98,15.97,81.11,376.0,Very Poor
Delhi,2015-11-26,182.5,317.46,91.98,69.29,144.14,40.68,1.84,21.35,93.71,347.0,Very Poor
Delhi,2015-11-27,193.58,343.26,60.96,71.35,121.32,57.48,1.71,19.49,90.46,343.0,Very Poor
Delhi,2015-11-28,172.89,294.29,32.3,47.21,73.76,60.1,1.43,17.09,70.51,362.0,Very Poor
Delhi,2015-11-29,190.46,342.59,64.72,51.84,99.82,59.13,1.88,20.73,67.97,319.0,Very Poor
Delhi,2015-11-30,282.76,419.33,116.54,78.48,159.5,73.94,2.51,24.51,131.34,425.0,Severe
Delhi,2015-12-01,183.28,371.83,56.71,83.03,118.88,57.35,1.77,16.48,93.52,400.0,Very Poor
Delhi,2015-12-02,170.74,399.64,61.75,95.99,132.93,52.71,1.87,19.04,88.0,386.0,Very Poor
Delhi,2015-12-03,190.14,412.29,43.24,92.91,109.61,52.48,1.74,19.24,86.19,385.0,Very Poor
Delhi,2015-12-04,186.64,352.14,64.77,79.52,113.72,43.76,2.28,20.76,88.93,392.0,Very Poor
Delhi,2015-12-05,282.01,433.03,154.15,121.11,196.54,68.78,3.4,31.36,129.79,428.0,Severe
Delhi,2015-12-06,218.22,439.01,129.37,113.45,178.2,75.74,3.24,34.05,122.22,394.0,Very Poor
Delhi,2015-12-07,249.8,421.49,73.33,103.77,136.43,81.3,3.07,22.34,103.29,440.0,Severe
Delhi,2015-12-08,283.59,478.19,147.22,140.09,204.44,90.35,3.33,23.41,139.79,437.0,Severe
Delhi,2015-12-09,250.69,411.48,82.24,93.99,134.24,61.29,2.74,21.72,131.99,431.0,Severe
Delhi,2015-12-10,211.95,386.66,51.4,78.05,114.36,50.46,2.46,22.11,123.11,383.0,Very Poor
Delhi,2015-12-11,198.38,410.6,57.61,64.21,116.75,57.97,2.1,18.41,119.41,377.0,Very Poor
Delhi,2015-12-12,184.12,385.05,47.72,55.01,94.66,49.91,1.91,16.09,122.43,379.0,Very Poor
Delhi,2015-12-13,135.42,338.3,71.54,63.9,118.56,37.83,2.01,18.89,101.58,333.0,Very Poor
Delhi,2015-12-14,118.6,380.24,56.5,59.09,102.21,38.84,2.7,13.66,79.22,314.0,Very Poor
Delhi,2015-12-15,88.3,381.6975,43.65,40.52,63.37,34.31,1.86,14.88,25.23,174.0,Moderate
Delhi,2015-12-16,111.45,383.155,75.23,34.44,90.72,52.2,1.75,14.56,38.16,244.0,Poor
Delhi,2015-12-17,152.24,384.6125,54.06,23.07,71.32,59.43,1.89,19.41,29.89,308.0,Very Poor
Delhi,2015-12-18,136.75,386.07,49.33,25.24,62.42,65.5,1.52,19.87,20.82,320.0,Very Poor
Delhi,2015-12-19,114.35,387.5275,47.8,26.84,56.46,74.04,1.94,13.17,33.06,270.0,Poor
Delhi,2015-12-20,181.67,388.985,100.08,111.18,139.46,126.19,21.22,18.97,20.58,320.0,Very Poor
Delhi,2015-12-21,135.78,390.4425,62.51,78.99,89.78,100.15,29.46,15.59,20.57,313.0,Very Poor
Delhi,2015-12-22,204.72,391.9,136.41,136.15,180.15,163.07,11.45,23.64,57.16,326.0,Very Poor
Delhi,2015-12-23,321.52,589.93,110.63,102.69,165.11,108.68,2.94,22.66,111.69,459.0,Severe
Delhi,2015-12-24,129.08,486.66,20.45,55.01,53.4,65.53,30.44,13.43,32.42,314.0,Very Poor
Delhi,2015-12-25,132.56,294.13,37.27,71.91,91.68,62.62,9.61,17.57,75.29,304.0,Very Poor
Delhi,2015-12-26,158.69,331.93,52.6,88.96,109.95,69.77,10.3,21.02,88.64,310.0,Very Poor
Delhi,2015-12-27,187.01,375.13,34.43,90.57,99.66,72.76,11.3,21.41,98.88,370.0,Very Poor
Delhi,2015-12-28,148.77,332.68,23.26,75.69,71.74,69.14,9.27,20.34,85.96,328.0,Very Poor
Delhi,2015-12-29,159.67,325.05,33.33,73.11,82.43,60.62,2.32,21.23,82.69,331.0,Very Poor
Delhi,2015-12-30,233.97,391.19,68.54,87.4,133.08,72.74,1.94,22.31,94.75,412.0,Severe
Delhi,2015-12-31,240.97,389.18,85.66,72.93,131.21,72.69,2.38,24.08,87.26,433.0,Severe
Delhi,2016-01-01,295.71,476.09,86.62,94.04,131.36,79.87,2.42,23.57,108.14,463.0,Severe
Delhi,2016-01-02,239.21,395.29,69.42,81.22,126.63,65.11,2.15,23.33,90.45,465.0,Severe
Delhi,2016-01-03,270.1,484.82,54.41,76.67,101.63,66.4,2.39,19.94,97.03,426.0,Severe
Delhi,2016-01-04,339.8,586.2,124.31,133.95,164.05,73.73,2.97,27.9,91.2,496.0,Severe
Delhi,2016-01-05,318.1,535.3,106.93,118.81,159.99,78.22,2.85,30.24,131.4,528.0,Severe
Delhi,2016-01-06,305.51,524.01,99.0,103.78,150.4,83.7,3.37,25.78,135.04,538.0,Severe
Delhi,2016-01-07,391.54,587.23,167.73,96.36,213.61,105.21,3.39,26.47,186.07,535.0,Severe
Delhi,2016-01-08,339.87,540.86,109.0,67.85,170.76,98.29,2.34,14.19,150.8,603.0,Severe
Delhi,2016-01-09,158.43,324.64,47.9,60.63,103.82,60.24,2.38,17.94,100.54,408.0,Severe
Delhi,2016-01-10,183.24,345.68,85.1,68.86,119.51,62.87,2.14,24.96,130.02,368.0,Very Poor
Delhi,2016-01-11,227.13,411.6,130.64,76.4,179.86,68.11,2.88,23.98,140.72,404.0,Severe
Delhi,2016-01-12,195.21,381.19,98.0,78.61,141.55,64.5,2.06,24.06,131.63,444.0,Severe
Delhi,2016-01-13,248.59,399.59,25.76,73.18,95.74,68.5,1.62,16.73,95.93,356.0,Very Poor
Delhi,2016-01-14,196.87,339.06,22.82,55.91,76.14,59.65,1.35,11.82,97.98,397.0,Very Poor
Delhi,2016-01-15,178.8,259.53,24.84,45.85,67.9,47.42,1.39,10.86,81.66,371.0,Very Poor
Delhi,2016-01-16,138.86,220.21,16.26,41.92,56.84,35.05,1.55,11.25,67.4,311.0,Very Poor
Delhi,2016-01-17,179.48,268.5,24.14,58.56,75.29,35.01,1.45,15.89,78.01,321.0,Very Poor
Delhi,2016-01-18,269.05,451.43,75.17,78.22,129.46,45.72,2.4,15.42,107.94,424.0,Severe
Delhi,2016-01-19,278.2,430.74,25.48,61.04,81.75,43.49,3.82,12.59,104.61,435.0,Severe
Delhi,2016-01-20,272.1,415.38,25.73,56.67,73.35,40.44,1.84,14.75,100.12,455.0,Severe
Delhi,2016-01-21,196.83,318.08,29.85,52.83,74.47,37.76,1.68,11.99,91.52,398.0,Very Poor
Delhi,2016-01-22,290.66,418.92,58.36,73.9,118.66,48.9,1.94,17.13,136.52,399.0,Very Poor
Delhi,2016-01-23,294.3,480.0,58.3,78.21,130.91,67.05,2.13,16.81,147.56,469.0,Severe
Delhi,2016-01-24,303.5,446.28,18.81,64.55,84.23,56.64,2.6,14.74,132.54,488.0,Severe
Delhi,2016-01-25,217.05,362.08,27.18,66.89,84.08,44.74,1.32,16.09,103.53,401.0,Severe
Delhi,2016-01-26,308.75,462.91,33.24,80.14,104.98,58.38,1.7,17.97,139.27,446.0,Severe
Delhi,2016-01-27,255.94,424.11,68.34,87.93,136.31,63.16,2.03,17.09,142.54,456.0,Severe
Delhi,2016-01-28,283.03,463.03,96.44,90.45,154.28,68.84,2.09,23.63,151.6,451.0,Severe
Delhi,2016-01-29,311.08,498.38,140.59,117.07,139.36,74.39,2.54,29.99,175.04,501.0,Severe
Delhi,2016-01-30,285.83,450.72,114.59,111.19,202.98,78.01,2.54,27.94,157.74,505.0,Severe
Delhi,2016-01-31,242.05,291.16,22.08,46.17,61.75,53.86,1.77,12.4,75.74,437.0,Severe
Delhi,2016-02-01,121.4,193.5,20.04,60.12,73.48,37.51,1.08,16.33,90.99,305.0,Very Poor
Delhi,2016-02-02,135.31,242.87,26.56,63.6,86.07,32.1,1.14,19.08,94.8,292.0,Poor
Delhi,2016-02-03,136.87,273.78,18.78,61.81,80.6,30.46,1.11,24.23,95.15,306.0,Very Poor
Delhi,2016-02-04,130.76,269.21,63.15,67.45,115.18,31.31,1.47,23.7,85.13,300.0,Poor
Delhi,2016-02-05,206.72,383.25,103.55,86.15,180.54,38.98,1.82,30.2,121.22,371.0,Very Poor
Delhi,2016-02-06,224.94,348.14,139.49,85.86,143.3,41.58,2.6,26.22,149.67,408.0,Severe
Delhi,2016-02-07,170.45,249.91,24.15,72.61,90.15,46.76,1.28,20.74,95.23,343.0,Very Poor
Delhi,2016-02-08,119.57,186.86,46.36,57.0,102.85,45.57,1.26,19.21,74.61,301.0,Very Poor
Delhi,2016-02-09,181.76,261.7,53.77,65.45,101.07,44.85,1.46,19.53,106.92,322.0,Very Poor
Delhi,2016-02-10,216.55,341.38,99.27,81.98,159.3,48.24,2.02,21.61,129.76,368.0,Very Poor
Delhi,2016-02-11,150.0,270.49,61.14,70.99,101.48,41.33,1.88,21.25,93.1,349.0,Very Poor
Delhi,2016-02-12,146.03,296.27,41.52,79.43,102.77,35.09,1.56,26.86,117.2,334.0,Very Poor
Delhi,2016-02-13,110.89,228.81,15.7,56.05,60.22,33.55,2.14,20.94,101.47,333.0,Very Poor
Delhi,2016-02-14,103.57,177.49,21.11,61.73,71.42,35.13,1.11,29.71,89.22,257.0,Poor
Delhi,2016-02-15,115.7,219.52,26.8,66.8,88.44,35.02,1.88,27.44,93.47,265.0,Poor
Delhi,2016-02-16,123.22,216.09,27.2,65.75,91.8,32.58,1.25,29.19,95.46,297.0,Poor
Delhi,2016-02-17,135.38,236.15,30.25,80.76,107.45,35.79,1.36,37.35,89.38,289.0,Poor
Delhi,2016-02-18,148.75,217.16,41.39,76.11,115.01,54.55,1.41,26.28,90.48,310.0,Very Poor
Delhi,2016-02-19,207.1,307.38,54.8,66.45,119.87,67.61,1.76,32.25,108.89,366.0,Very Poor
Delhi,2016-02-20,150.89,225.66,72.64,47.72,109.23,79.34,1.48,20.15,84.64,345.0,Very Poor
Delhi,2016-02-21,76.12,137.44,9.77,30.51,38.62,47.95,1.0,10.43,73.2,228.0,Poor
Delhi,2016-02-22,88.73,137.44,12.59,41.47,48.81,30.92,1.02,20.79,75.96,213.0,Poor
Delhi,2016-02-23,86.17,194.61,32.16,56.77,58.22,28.75,1.41,21.27,95.32,208.0,Poor
Delhi,2016-02-24,177.64,309.47,93.53,117.04,150.74,35.85,2.07,50.44,200.41,319.0,Very Poor
Delhi,2016-02-25,131.69,232.45,53.41,81.93,121.16,36.07,1.6,21.19,97.56,315.0,Very Poor
Delhi,2016-02-26,129.66,236.27,50.39,76.82,101.86,27.19,1.63,21.44,115.84,293.0,Poor
Delhi,2016-02-27,144.98,245.96,63.25,86.59,102.02,36.93,1.78,24.43,117.3,342.0,Very Poor
Delhi,2016-02-28,163.92,263.73,84.62,76.43,114.7,41.99,1.98,21.63,130.99,338.0,Very Poor
Delhi,2016-02-29,170.12,255.34,85.99,76.4,134.66,49.77,1.99,17.63,137.57,344.0,Very Poor
Delhi,2016-03-01,213.62,299.88,113.63,102.02,151.93,51.11,2.43,25.49,138.3,370.0,Very Poor
Delhi,2016-03-02,175.63,244.58,123.21,102.23,181.1,41.75,1.94,25.53,157.07,365.0,Very Poor
Delhi,2016-03-03,165.22,264.31,116.23,100.71,182.37,48.37,2.61,33.45,113.89,348.0,Very Poor
Delhi,2016-03-04,115.55,201.71,28.05,60.47,79.02,39.42,1.36,16.6,103.88,312.0,Very Poor
Delhi,2016-03-05,53.0,129.37,9.63,48.15,48.15,31.6,0.73,19.05,84.88,214.0,Poor
Delhi,2016-03-06,47.43,60.61,17.03,55.78,61.54,44.64,0.86,15.1,81.26,165.0,Moderate
Delhi,2016-03-07,98.61,167.78,33.11,54.69,84.84,54.88,1.28,20.44,82.97,218.0,Poor
Delhi,2016-03-08,84.42,134.81,19.94,43.9,61.04,40.96,1.07,26.24,61.83,230.0,Poor
Delhi,2016-03-09,109.16,164.84,35.5,49.75,76.08,35.16,1.16,31.56,66.4,248.0,Poor
Delhi,2016-03-10,129.9,240.67,54.54,60.19,100.31,37.73,1.57,26.69,92.04,276.0,Poor
Delhi,2016-03-11,85.76,204.96,38.38,30.44,48.08,28.85,1.69,9.58,36.99,213.0,Poor
Delhi,2016-03-12,60.17,163.02,8.84,15.89,19.14,27.093333333333334,2.0,8.04,31.91,127.0,Moderate
Delhi,2016-03-13,58.95,121.08,4.1,10.63,15.13,25.336666666666666,1.43,7.25,66.25,112.0,Moderate
Delhi,2016-03-14,51.82,79.14,23.42,38.11,46.02,23.58,1.22,18.53,55.08,111.0,Moderate
Delhi,2016-03-15,81.32,162.38,71.57,34.54,75.09,26.0,1.74,20.36,77.88,193.0,Moderate
Delhi,2016-03-16,67.63,152.46,21.36,36.61,53.44,29.89,1.14,17.04,48.58,123.0,Moderate
Delhi,2016-03-17,70.86,137.98,22.03,65.89,78.38,31.57,1.12,21.48,73.05,194.0,Moderate
Delhi,2016-03-18,72.47,133.3,24.06,64.64,69.35,30.43,1.24,27.7,70.45,186.0,Moderate
Delhi,2016-03-19,103.73,194.95,67.6,77.89,131.48,38.99,2.2,30.74,56.49,242.0,Poor
Delhi,2016-03-20,95.52,167.64,55.13,57.84,99.81,52.94,1.56,20.52,97.74,267.0,Poor
Delhi,2016-03-21,58.4,129.21,12.64,36.37,45.3,33.75,1.14,15.98,65.16,207.0,Poor
Delhi,2016-03-22,47.43,139.62,5.98,31.12,32.05,21.64,0.96,13.54,70.69,176.0,Moderate
Delhi,2016-03-23,80.01,148.1,34.57,50.45,67.93,27.0,1.29,22.15,84.89,189.0,Moderate
Delhi,2016-03-24,156.01,228.19,85.62,88.44,138.71,39.36,2.18,24.44,169.36,341.0,Very Poor
Delhi,2016-03-25,137.99,217.03,47.16,85.91,112.34,44.01,2.1,32.84,142.38,325.0,Very Poor
Delhi,2016-03-26,72.44,122.24,12.75,42.51,48.36,37.72,1.1,23.86,66.2,259.0,Poor
Delhi,2016-03-27,61.75,54.0,6.56,37.18,36.21,28.36,0.74,18.09,66.87,178.0,Moderate
Delhi,2016-03-28,81.46,110.31,21.37,53.01,67.76,27.83,1.04,25.75,77.27,219.0,Poor
Delhi,2016-03-29,89.75,156.89,18.61,48.72,62.06,29.91,1.28,42.34,67.87,206.0,Poor
Delhi,2016-03-30,88.68,163.7,28.13,46.74,64.38,27.39,1.35,36.91,47.01,221.0,Poor
Delhi,2016-03-31,127.86,218.3,93.5,61.21,117.28,34.59,2.2,19.64,62.15,298.0,Poor
Delhi,2016-04-01,130.7,218.14666666666668,5.58,15.89,20.05,43.800000000000004,1.39,12.78,29.69,316.0,Very Poor
Delhi,2016-04-02,118.44,217.99333333333334,16.79,18.29,30.66,53.010000000000005,1.88,16.35,29.38,294.0,Poor
Delhi,2016-04-03,148.22,217.84,63.75,44.98,91.09,62.22,1.68,27.44,69.66,314.0,Very Poor
Delhi,2016-04-04,132.86,377.61,54.82,31.55,70.95,59.55,1.51,20.54,63.44,334.0,Very Poor
Delhi,2016-04-05,97.83,174.11,7.16,20.15,26.39,24.26,1.38,18.86,28.8,261.0,Poor
Delhi,2016-04-06,91.82,202.91,24.61,52.54,64.76,32.31,1.4,31.06,37.04,208.0,Poor
Delhi,2016-04-07,129.61,329.68,54.59,58.6,98.07,48.67,1.22,35.57,32.33,289.0,Poor
Delhi,2016-04-08,89.78,193.14,24.3,53.55,75.27,31.01,1.52,48.86,34.75,216.0,Poor
Delhi,2016-04-09,166.76,272.67,65.1,63.03,122.4,35.12,1.51,46.97,47.93,314.0,Very Poor
Delhi,2016-04-10,107.81,154.18,35.14,47.95,82.5,33.72,1.77,35.24,31.6,262.0,Poor
Delhi,2016-04-11,81.12,246.86,13.25,36.5,47.89,31.62,0.72,22.66,61.02,257.0,Poor
Delhi,2016-04-12,74.03,201.81,13.94,35.44,48.38,23.32,0.71,17.85,58.47,235.0,Poor
Delhi,2016-04-13,74.9,247.61,25.64,46.29,70.06,22.7,1.11,25.16,58.74,239.0,Poor
Delhi,2016-04-14,94.81,220.48,39.07,58.81,78.15,22.82,1.32,26.21,75.75,239.0,Poor
Delhi,2016-04-15,137.48,285.18,88.96,76.2,133.09,34.25,1.98,37.57,85.91,302.0,Very Poor
Delhi,2016-04-16,124.13,284.1,36.76,37.49,54.07,17.79,1.88,14.84,35.97,296.0,Poor
Delhi,2016-04-17,102.86,283.02,30.63,42.35,61.61,21.22,1.04,13.34,66.77,247.0,Poor
Delhi,2016-04-18,102.9,219.17,33.28,49.32,78.86,28.33,0.98,22.15,81.29,265.0,Poor
Delhi,2016-04-19,129.06,311.93,35.74,63.21,99.16,28.32,1.52,35.73,98.35,301.0,Very Poor
Delhi,2016-04-20,124.8,283.05,22.33,48.65,66.43,25.14,1.09,29.16,97.22,322.0,Very Poor
Delhi,2016-04-21,92.74,265.56,13.43,42.87,50.67,20.52,0.88,19.87,103.07,291.0,Poor
Delhi,2016-04-22,113.75,208.42,9.87,44.8,46.72,20.0,0.93,25.63,110.09,292.0,Poor
Delhi,2016-04-23,89.52,171.92,18.15,50.78,56.56,20.6,1.51,25.65,87.26,258.0,Poor
Delhi,2016-04-24,123.59,219.3,57.65,69.92,102.52,22.0,1.7,40.96,87.66,282.0,Poor
Delhi,2016-04-25,104.5,213.36,31.14,70.04,91.82,23.14,1.47,39.91,87.38,271.0,Poor
Delhi,2016-04-26,139.37,306.08,71.92,97.93,118.98,29.38,2.08,38.53,86.82,314.0,Very Poor
Delhi,2016-04-27,162.54,379.7,154.33,108.53,168.05,39.52,2.7,33.53,87.74,377.0,Very Poor
Delhi,2016-04-28,161.23,354.17,72.12,80.4,126.06,37.83,2.08,35.7,117.59,390.0,Very Poor
